source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
city scrape,40.408896093665135,-3.7014745363432473,Entire rental unit,Entire home/apt,2,1.0,2.0,118.0,1,1125,4.8
city scrape,40.39831,-3.67159,Private room in rental unit,Private room,1,1.0,1.0,60.0,2,5,5.0
city scrape,40.47837,-3.67099,Private room in condo,Private room,2,1.0,2.0,39.0,2,1125,4.93
city scrape,40.41411,-3.69597,Entire rental unit,Entire home/apt,3,1.0,2.0,109.0,14,1125,4.97
previous scrape,40.40919,-3.69802,Entire rental unit,Entire home/apt,3,2.0,2.0,84.0,2,1125,5.0
city scrape,40.41786,-3.7102,Private room in rental unit,Private room,1,1.0,1.0,40.0,6,1125,5.0
city scrape,40.41114,-3.71337,Entire rental unit,Entire home/apt,3,1.0,1.0,99.0,1,1125,4.67
city scrape,40.47231,-3.64343,Entire rental unit,Entire home/apt,7,3.0,4.0,217.0,4,1125,4.83
previous scrape,40.42146,-3.69927,Private room in rental unit,Private room,3,1.0,2.0,35.0,1,1125,5.0
city scrape,40.4272503,-3.7025434,Entire rental unit,Entire home/apt,4,2.0,3.0,234.0,4,30,5.0
city scrape,40.45653,-3.68123,Entire rental unit,Entire home/apt,4,2.0,2.0,190.0,3,1125,4.94
city scrape,40.40298,-3.74181,Entire rental unit,Entire home/apt,4,2.0,3.0,101.0,10,1125,4.56
previous scrape,40.4275,-3.70798,Entire rental unit,Entire home/apt,4,1.0,2.0,60.0,1,30,4.83
city scrape,40.44564,-3.7091,Private room in rental unit,Private room,1,1.0,1.0,39.0,2,365,4.79
previous scrape,40.41284,-3.69981,Entire rental unit,Entire home/apt,2,1.0,1.0,87.0,1,1125,4.5
previous scrape,40.42151,-3.71107,Private room in rental unit,Private room,2,1.0,1.0,35.0,2,1125,5.0
previous scrape,40.42312,-3.71078,Entire rental unit,Entire home/apt,9,5.0,5.0,175.0,3,1125,5.0
city scrape,40.41114,-3.70187,Entire rental unit,Entire home/apt,5,2.0,3.0,119.0,4,90,4.88
previous scrape,40.42571,-3.71797,Private room in rental unit,Private room,1,1.0,1.0,17.0,18,60,4.57
city scrape,40.40881,-3.70094,Entire rental unit,Entire home/apt,2,1.0,1.0,86.0,2,1125,4.69
city scrape,40.38465,-3.64177,Entire rental unit,Entire home/apt,7,3.0,3.0,90.0,2,1125,4.63
previous scrape,40.42315,-3.67771,Private room in rental unit,Private room,2,1.0,1.0,51.0,4,100,5.0
