source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
city scrape,40.41654,-3.71123,Entire rental unit,Entire home/apt,2,1.0,1.0,110.0,60,1125,5.0
city scrape,40.41183,-3.70545,Entire rental unit,Entire home/apt,4,1.0,2.0,144.0,3,40,4.87
city scrape,40.41239,-3.69728,Entire rental unit,Entire home/apt,4,1.0,2.0,82.0,1,1125,4.47
city scrape,40.40889,-3.71391,Entire rental unit,Entire home/apt,2,1.0,1.0,69.0,2,1125,4.64
city scrape,40.39175,-3.74076,Private room in rental unit,Private room,2,1.0,1.0,38.0,12,1125,0.0
city scrape,40.42339,-3.69931,Entire rental unit,Entire home/apt,2,1.0,2.0,98.0,1,1125,4.4
city scrape,40.40649,-3.74556,Entire rental unit,Entire home/apt,4,1.0,1.0,66.0,2,1125,4.62
city scrape,40.43662,-3.68358,Entire rental unit,Entire home/apt,6,3.0,4.0,146.0,7,60,4.77
previous scrape,40.36623,-3.68902,Private room in rental unit,Private room,2,1.0,2.0,100.0,2,1125,5.0
city scrape,40.41456,-3.70282,Entire rental unit,Entire home/apt,3,1.0,2.0,99.0,2,1125,4.96
previous scrape,40.42443,-3.70299,Entire home,Entire home/apt,4,1.0,2.0,90.0,2,1125,4.08
previous scrape,40.36883,-3.75442,Private room in rental unit,Private room,1,1.0,1.0,200.0,1,2,5.0
city scrape,40.42901,-3.70363,Entire rental unit,Entire home/apt,3,1.0,2.0,162.0,2,360,4.93
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,3,1.0,2.0,109.0,1,1124,4.18
previous scrape,40.43257,-3.63831,Private room in rental unit,Private room,1,1.0,1.0,21.0,4,44,4.29
city scrape,40.41203,-3.71074,Entire rental unit,Entire home/apt,4,2.0,2.0,141.0,1,1125,4.79
previous scrape,40.42513,-3.70267,Entire rental unit,Entire home/apt,4,1.0,2.0,121.0,2,30,4.82
city scrape,40.42571,-3.67641,Private room in rental unit,Private room,2,1.0,1.0,65.0,1,7,5.0
city scrape,40.4117,-3.69775,Entire rental unit,Entire home/apt,2,1.0,1.0,142.0,3,60,4.94
city scrape,40.38877,-3.68993,Entire rental unit,Entire home/apt,4,2.0,4.0,105.0,30,360,4.68
city scrape,40.39601,-3.69699,Entire rental unit,Entire home/apt,5,2.0,3.0,133.0,2,1125,5.0
city scrape,40.41246,-3.70963,Entire rental unit,Entire home/apt,5,2.0,2.0,126.0,90,1125,4.73
city scrape,40.39343,-3.66756,Entire rental unit,Entire home/apt,2,1.0,1.0,45.0,28,60,4.74
city scrape,40.44443,-3.58635,Entire rental unit,Entire home/apt,5,3.0,4.0,115.0,2,20,4.6
city scrape,40.44799,-3.61047,Private room in home,Private room,2,1.0,1.0,46.0,2,1125,4.25
city scrape,40.42183,-3.70397,Entire rental unit,Entire home/apt,3,1.0,2.0,108.0,2,85,4.98
previous scrape,40.36958,-3.75077,Private room in rental unit,Private room,2,1.0,1.0,45.0,10,20,0.0
previous scrape,40.40963,-3.70145,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,4,40,5.0
previous scrape,40.45044,-3.5823,Private room in rental unit,Private room,3,1.0,2.0,26.0,1,1125,4.45
city scrape,40.40678,-3.69937,Entire condo,Entire home/apt,6,3.0,3.0,167.0,2,1124,4.71
previous scrape,40.43787,-3.70982,Private room in rental unit,Private room,2,1.0,1.0,200.0,1000,1125,5.0
city scrape,40.37009,-3.74843,Entire rental unit,Entire home/apt,6,2.0,5.0,66.0,20,1125,4.67
city scrape,40.42596,-3.70588,Private room in rental unit,Private room,2,1.0,1.0,74.0,1,1125,4.33
city scrape,40.37141,-3.74905,Private room in home,Private room,2,1.0,1.0,40.0,5,1125,4.58
city scrape,40.45519,-3.777,Private room in home,Private room,2,1.0,1.0,33.0,3,40,4.82
city scrape,40.47216,-3.57768,Private room in rental unit,Private room,2,1.0,1.0,31.0,1,1125,4.53
city scrape,40.4805,-3.66411,Private room in home,Private room,1,1.0,1.0,35.0,2,1125,4.67
city scrape,40.46745,-3.63022,Private room in home,Private room,1,1.0,1.0,25.0,2,1125,4.61
city scrape,40.482,-3.66396,Private room in home,Private room,1,1.0,1.0,30.0,30,1125,5.0
city scrape,40.41391,-3.69906,Entire loft,Entire home/apt,4,2.0,3.0,123.0,3,1125,4.81
city scrape,40.49101,-3.72522,Private room in bed and breakfast,Private room,1,1.0,2.0,60.0,1,1125,5.0
previous scrape,40.44082,-3.66338,Entire rental unit,Entire home/apt,4,2.0,2.0,200.0,4,1125,5.0
city scrape,40.37079,-3.73813,Private room in rental unit,Private room,2,1.0,1.0,38.0,2,1125,4.95
previous scrape,40.40813,-3.69893,Private room in rental unit,Private room,2,1.0,1.0,34.0,2,7,4.57
city scrape,40.45953,-3.70627,Entire home,Entire home/apt,6,3.0,3.0,106.0,8,90,4.91
city scrape,40.4103,-3.70813,Entire rental unit,Entire home/apt,4,2.0,2.0,97.0,3,90,4.7
city scrape,40.42387,-3.67816,Entire rental unit,Entire home/apt,2,1.0,1.0,67.0,2,1125,4.57
city scrape,40.46833,-3.6573,Entire rental unit,Entire home/apt,4,1.0,2.0,90.0,1,100,4.88
city scrape,40.46754,-3.65517,Entire rental unit,Entire home/apt,4,1.0,2.0,85.0,2,100,4.96
city scrape,40.43082,-3.67869,Entire rental unit,Entire home/apt,3,1.0,2.0,50.0,15,90,4.86
city scrape,40.47283,-3.63669,Entire home,Entire home/apt,3,2.0,2.0,85.0,3,15,4.92
city scrape,40.38665,-3.70082,Entire rental unit,Entire home/apt,2,1.0,1.0,61.0,3,1125,4.83
city scrape,40.44083,-3.6102,Private room in rental unit,Private room,2,1.0,1.0,30.0,2,1125,4.89
previous scrape,40.46044,-3.71131,Private room in rental unit,Private room,2,1.0,1.0,25.0,1,3,4.22
previous scrape,40.42149,-3.6836,Entire rental unit,Entire home/apt,2,1.0,2.0,89.0,3,60,4.17
city scrape,40.41295,-3.73099,Private room in rental unit,Private room,2,1.0,2.0,35.0,1,5,4.85
previous scrape,40.39342,-3.70974,Private room in rental unit,Private room,1,1.0,1.0,20.0,1,6,5.0
city scrape,40.41227,-3.70949,Entire rental unit,Entire home/apt,2,1.0,1.0,107.0,3,1125,4.7
previous scrape,40.4418,-3.69621,Entire rental unit,Entire home/apt,4,1.0,2.0,123.0,1,1125,5.0
previous scrape,40.42663,-3.67405,Private room in rental unit,Private room,1,1.0,1.0,255.0,1,7,5.0
city scrape,40.45384,-3.6669,Entire chalet,Entire home/apt,5,3.0,4.0,170.0,1,1125,4.32
city scrape,40.41936,-3.6779,Entire home,Entire home/apt,4,1.0,1.0,130.0,4,1125,4.72
previous scrape,40.42308,-3.70481,Entire rental unit,Entire home/apt,3,1.0,1.0,65.0,2,7,5.0
previous scrape,40.4343,-3.67539,Entire rental unit,Entire home/apt,4,2.0,2.0,20.0,5,1125,4.57
previous scrape,40.42584,-3.69111,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,2,30,4.63
previous scrape,40.4311,-3.64269,Private room in rental unit,Private room,1,1.0,1.0,45.0,2,7,4.67
previous scrape,40.41053,-3.70967,Entire rental unit,Entire home/apt,4,2.0,2.0,161.0,7,1125,4.56
city scrape,40.41902,-3.69842,Entire rental unit,Entire home/apt,4,1.0,3.0,151.0,3,1000,4.48
city scrape,40.39698,-3.65363,Entire condo,Entire home/apt,3,2.0,2.0,78.0,6,1125,4.45
city scrape,40.41153,-3.69925,Shared room in rental unit,Shared room,1,1.0,2.0,40.0,5,15,5.0
city scrape,40.43163,-3.71001,Private room in serviced apartment,Private room,1,1.0,1.0,52.0,3,600,5.0
city scrape,40.41893,-3.69716,Entire rental unit,Entire home/apt,4,1.0,2.0,135.0,3,1000,4.8
previous scrape,40.44365,-3.67096,Entire rental unit,Entire home/apt,4,1.0,1.0,171.0,1,1125,5.0
city scrape,40.43089,-3.70955,Private room in serviced apartment,Private room,1,1.0,1.0,40.0,2,600,4.67
previous scrape,40.42549,-3.71264,Private room in guesthouse,Private room,3,1.0,2.0,55.0,1,1125,4.93
city scrape,40.46771,-3.70031,Private room in rental unit,Private room,2,1.0,1.0,42.0,5,1125,4.61
city scrape,40.41959,-3.70337,Entire rental unit,Entire home/apt,3,1.0,1.0,136.0,4,1125,4.9
previous scrape,40.4026,-3.63818,Private room in condo,Private room,3,1.0,2.0,21.0,3,1125,4.67
previous scrape,40.40637,-3.68221,Private room in rental unit,Private room,2,1.0,1.0,48.0,2,1125,4.67
city scrape,40.41372,-3.70814,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,21,1125,5.0
city scrape,40.41303,-3.71857,Entire loft,Entire home/apt,4,1.0,2.0,87.0,2,1125,4.35
city scrape,40.45963,-3.64497,Entire rental unit,Entire home/apt,5,3.0,3.0,144.0,2,11,4.92
city scrape,40.41029,-3.70265,Entire rental unit,Entire home/apt,2,1.0,1.0,107.0,1,365,4.82
city scrape,40.40978,-3.7092,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,3,45,4.8
previous scrape,40.44214,-3.67403,Private room in rental unit,Private room,2,1.0,1.0,57.0,3,7,5.0
city scrape,40.40822,-3.70056,Entire rental unit,Entire home/apt,3,1.0,1.0,87.0,3,1125,4.38
city scrape,40.40858,-3.70089,Entire rental unit,Entire home/apt,2,1.0,1.0,116.0,1,365,4.85
city scrape,40.38841,-3.74259,Private room in rental unit,Private room,2,1.0,1.0,49.0,7,1125,0.0
city scrape,40.4223,-3.71656,Entire loft,Entire home/apt,4,1.0,2.0,106.0,2,1125,4.0
previous scrape,40.37349,-3.76767,Private room in condo,Private room,1,1.0,1.0,33.0,1,6,5.0
previous scrape,40.42616,-3.69964,Entire rental unit,Entire home/apt,2,1.0,1.0,155.0,2,20,4.63
city scrape,40.38436,-3.67025,Private room in home,Private room,2,1.0,1.0,40.0,3,1125,4.81
city scrape,40.41171,-3.70715,Entire rental unit,Entire home/apt,4,2.0,3.0,91.0,2,1125,4.13
previous scrape,40.40957,-3.67139,Private room in rental unit,Private room,1,1.0,1.0,90.0,1,1125,5.0
city scrape,40.40649,-3.6983,Private room in rental unit,Private room,1,1.0,1.0,44.0,1,1125,4.46
previous scrape,40.40668,-3.68264,Private room in bed and breakfast,Private room,2,1.0,1.0,43.0,2,1125,5.0
previous scrape,40.40445,-3.64059,Private room in home,Private room,1,1.0,1.0,16.0,3,1125,5.0
city scrape,40.43409,-3.65669,Private room in rental unit,Private room,1,1.0,1.0,44.0,2,5,5.0
city scrape,40.42722,-3.65758,Private room in rental unit,Private room,1,1.0,1.0,26.0,2,20,4.93
city scrape,40.42898,-3.71834,Private room in rental unit,Private room,1,1.0,1.0,31.0,6,1125,4.22
previous scrape,40.42583,-3.67082,Private room in rental unit,Private room,2,1.0,1.0,95.0,2,4,5.0
city scrape,40.41088,-3.71041,Private room in rental unit,Private room,2,1.0,1.0,43.0,1,30,4.72
previous scrape,40.45855,-3.78251,Entire rental unit,Entire home/apt,4,2.0,2.0,120.0,2,1125,4.67
city scrape,40.39299,-3.66846,Entire rental unit,Entire home/apt,4,1.0,2.0,72.0,2,20,4.72
city scrape,40.43176,-3.71426,Private room in rental unit,Private room,2,1.0,1.0,42.0,2,1125,4.43
previous scrape,40.4212,-3.70213,Entire rental unit,Entire home/apt,2,1.0,1.0,200.0,2,1125,5.0
city scrape,40.42078,-3.71198,Entire rental unit,Entire home/apt,2,1.0,1.0,78.0,15,90,4.81
city scrape,40.38686,-3.71314,Private room in home,Private room,1,1.0,1.0,22.0,2,1125,4.89
previous scrape,40.40796,-3.70356,Entire rental unit,Entire home/apt,4,1.0,3.0,49.0,1,1125,4.47
city scrape,40.3595,-3.76237,Private room in rental unit,Private room,1,1.0,1.0,43.0,3,1125,0.0
previous scrape,40.41022,-3.71087,Entire rental unit,Entire home/apt,4,2.0,2.0,161.0,2,1125,4.7
previous scrape,40.44392,-3.67609,Private room in rental unit,Private room,2,1.0,2.0,69.0,1,30,4.0
city scrape,40.40921,-3.70041,Entire rental unit,Entire home/apt,2,1.0,2.0,100.0,2,1125,4.93
previous scrape,40.45005,-3.69782,Entire condo,Entire home/apt,6,3.0,3.0,298.0,2,1125,5.0
previous scrape,40.45049,-3.69776,Private room in bed and breakfast,Private room,2,1.0,2.0,132.0,1,1125,5.0
city scrape,40.41131,-3.71089,Entire rental unit,Entire home/apt,3,1.0,2.0,86.0,4,90,4.98
city scrape,40.42363,-3.60378,Private room in rental unit,Private room,2,1.0,1.0,150.0,1,3,5.0
city scrape,40.42071,-3.69905,Entire rental unit,Entire home/apt,5,3.0,4.0,232.0,4,30,4.85
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1.0,2.0,122.0,1,1124,4.15
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1.0,2.0,117.0,1,1124,4.0
city scrape,40.40813,-3.73798,Entire rental unit,Entire home/apt,4,1.0,2.0,49.0,6,1125,5.0
previous scrape,40.42701,-3.65783,Private room in rental unit,Private room,1,1.0,1.0,35.0,2,1125,5.0
city scrape,40.4176,-3.67479,Entire rental unit,Entire home/apt,6,3.0,5.0,199.0,3,1125,4.88
previous scrape,40.39323,-3.67028,Private room in rental unit,Private room,1,2.0,2.0,15.0,2,7,5.0
city scrape,40.45982,-3.69829,Private room in rental unit,Private room,2,1.0,1.0,70.0,1,1125,4.0
city scrape,40.45967,-3.69837,Private room in rental unit,Private room,1,1.0,1.0,40.0,1,1125,4.98
city scrape,40.43442,-3.60787,Private room in home,Private room,2,1.0,2.0,51.0,1,30,4.79
previous scrape,40.42327,-3.70377,Private room in rental unit,Private room,2,1.0,1.0,50.0,2,7,5.0
city scrape,40.38206,-3.7077,Private room in home,Private room,2,1.0,1.0,38.0,2,4,4.2
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1.0,2.0,117.0,1,1124,4.33
city scrape,40.40852,-3.72276,Entire home,Entire home/apt,4,2.0,1.0,97.0,7,1125,4.66
previous scrape,40.45523,-3.70091,Entire rental unit,Entire home/apt,4,1.0,1.0,89.0,7,31,4.07
city scrape,40.47021,-3.77022,Entire rental unit,Entire home/apt,4,2.0,3.0,140.0,2,1125,5.0
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1.0,2.0,117.0,1,1124,4.36
previous scrape,40.41716,-3.70186,Private room in home,Private room,1,1.0,1.0,23.0,1,1125,3.0
city scrape,40.42959,-3.67703,Entire rental unit,Entire home/apt,3,1.0,2.0,60.0,27,1125,5.0
city scrape,40.42181,-3.69783,Private room in rental unit,Private room,2,1.0,1.0,72.0,2,60,4.59
previous scrape,40.4237,-3.70192,Private room in rental unit,Private room,2,1.0,1.0,36.0,1,28,4.72
previous scrape,40.43922,-3.6624,Private room in rental unit,Private room,2,1.0,2.0,150.0,1,3,1.0
city scrape,40.42246,-3.70676,Entire rental unit,Entire home/apt,8,3.0,5.0,240.0,3,1125,4.79
previous scrape,40.46412,-3.6953,Private room in rental unit,Private room,3,1.0,1.0,25.0,1,1125,0.0
previous scrape,40.42049,-3.65097,Private room in rental unit,Private room,2,1.0,1.0,50.0,1,1125,4.86
city scrape,40.40921,-3.7367,Private room in home,Private room,6,3.0,5.0,149.0,2,14,4.8
previous scrape,40.40052,-3.67046,Private room in rental unit,Private room,2,1.0,2.0,30.0,1,5,4.78
previous scrape,40.40662,-3.67622,Entire guesthouse,Entire home/apt,3,1.0,2.0,250.0,2,5,5.0
city scrape,40.41596,-3.70648,Entire rental unit,Entire home/apt,5,2.0,4.0,161.0,3,90,4.94
city scrape,40.46067,-3.64407,Private room in rental unit,Private room,2,1.0,2.0,90.0,3,15,5.0
city scrape,40.41777,-3.71279,Private room in rental unit,Private room,1,1.0,1.0,40.0,6,999,5.0
previous scrape,40.36304,-3.76494,Private room in rental unit,Private room,1,1.0,1.0,35.0,2,300,5.0
city scrape,40.39433,-3.66631,Private room in rental unit,Private room,2,1.0,1.0,37.0,1,1125,4.45
city scrape,40.46433,-3.63258,Entire rental unit,Entire home/apt,4,1.0,4.0,75.0,2,1125,4.54
previous scrape,40.41114,-3.719,Entire home,Entire home/apt,4,2.0,3.0,100.0,1,1125,0.0
city scrape,40.41827,-3.71082,Private room in rental unit,Private room,1,1.0,1.0,40.0,6,999,4.67
city scrape,40.43128,-3.68707,Entire rental unit,Entire home/apt,2,1.0,1.0,120.0,3,1125,5.0
city scrape,40.42251586914063,-3.703236103057861,Entire rental unit,Entire home/apt,3,1.0,1.0,86.0,4,1120,4.72
city scrape,40.39554,-3.72382,Entire rental unit,Entire home/apt,3,1.0,4.0,64.0,2,1125,4.51
city scrape,40.423344,-3.706719,Entire loft,Entire home/apt,2,1.0,1.0,97.0,1,1124,4.11
city scrape,40.43633,-3.61131,Entire loft,Entire home/apt,4,1.0,2.0,80.0,2,10,4.93
previous scrape,40.48571,-3.66538,Private room in rental unit,Private room,3,1.0,1.0,264.0,2,3,5.0
previous scrape,40.43743,-3.60758,Private room in rental unit,Private room,2,1.0,1.0,30.0,1,1125,1.0
previous scrape,40.46693,-3.62892,Entire rental unit,Entire home/apt,6,4.0,4.0,105.0,300,1125,4.63
city scrape,40.42229,-3.70641,Entire rental unit,Entire home/apt,2,2.0,2.0,80.0,7,30,5.0
city scrape,40.45845,-3.58875,Private room in rental unit,Private room,2,1.0,2.0,61.0,1,7,4.95
previous scrape,40.44452,-3.64786,Private room in rental unit,Private room,3,1.0,1.0,49.0,1,1125,4.75
city scrape,40.39172,-3.66395,Entire rental unit,Entire home/apt,4,2.0,2.0,80.0,4,1125,4.71
city scrape,40.41542,-3.71143,Private room in rental unit,Private room,3,1.0,2.0,46.0,2,1125,4.94
previous scrape,40.42732,-3.63552,Entire rental unit,Entire home/apt,4,3.0,3.0,89.0,3,4,0.0
city scrape,40.423344,-3.706719,Entire rental unit,Entire home/apt,3,1.0,2.0,114.0,1,1125,4.41
city scrape,40.40802,-3.70322,Entire rental unit,Entire home/apt,8,4.0,4.0,250.0,3,1000,4.39
city scrape,40.45508,-3.67809,Entire rental unit,Entire home/apt,4,1.0,2.0,114.0,4,60,4.84
previous scrape,40.42146,-3.72075,Private room in rental unit,Private room,2,1.0,1.0,54.0,2,1125,5.0
previous scrape,40.44973,-3.70179,Entire rental unit,Entire home/apt,4,2.0,3.0,140.0,7,1125,4.5
city scrape,40.39498,-3.74096,Private room in rental unit,Private room,2,1.0,1.0,39.0,2,4,4.84
city scrape,40.38253,-3.73166,Entire rental unit,Entire home/apt,4,1.0,1.0,300.0,1,3,3.5
city scrape,40.41079,-3.699,Private room in rental unit,Private room,1,1.0,1.0,100.0,1,1125,5.0
previous scrape,40.45715,-3.70052,Entire rental unit,Entire home/apt,4,1.0,1.0,101.0,3,31,4.5
previous scrape,40.43045,-3.61315,Private room in rental unit,Private room,2,1.0,1.0,40.0,1,1125,4.97
previous scrape,40.47293,-3.63715,Private room in home,Private room,1,1.0,1.0,23.0,1,4,5.0
city scrape,40.42441,-3.60457,Private room in rental unit,Private room,1,1.0,1.0,33.0,3,21,4.82
city scrape,40.41448655247215,-3.7003212464644704,Entire rental unit,Entire home/apt,4,1.0,2.0,104.0,4,600,4.41
previous scrape,40.42742,-3.68426,Private room in rental unit,Private room,2,1.0,1.0,39.0,1,28,4.27
city scrape,40.46331,-3.62787,Private room in rental unit,Private room,2,1.0,2.0,120.0,2,1125,3.5
previous scrape,40.46663,-3.68531,Shared room in rental unit,Shared room,2,1.0,1.0,50.0,1,14,5.0
city scrape,40.43382,-3.69963,Private room in condo,Private room,2,1.0,1.0,39.0,1,1125,4.46
city scrape,40.44738,-3.60776,Private room in home,Private room,4,2.0,6.0,250.0,1,3,0.0
city scrape,40.43301,-3.7006,Private room in rental unit,Private room,2,1.0,1.0,270.0,1,4,4.0
previous scrape,40.41224,-3.7217,Entire rental unit,Entire home/apt,2,1.0,1.0,150.0,1,1125,4.67
previous scrape,40.36827,-3.62205,Entire rental unit,Entire home/apt,5,2.0,3.0,79.0,1,4,4.8
city scrape,40.4051,-3.74972,Private room in rental unit,Private room,1,1.0,2.0,24.0,1,1125,4.49
city scrape,40.44288,-3.58168,Entire rental unit,Entire home/apt,4,1.0,2.0,53.0,1,40,4.72
previous scrape,40.4266,-3.7047,Private room in home,Private room,2,1.0,1.0,50.0,2,1125,4.2
previous scrape,40.43068,-3.67682,Entire rental unit,Entire home/apt,5,2.0,3.0,93.0,28,1125,5.0
previous scrape,40.45517,-3.70065,Entire rental unit,Entire home/apt,4,1.0,2.0,101.0,7,31,4.67
city scrape,40.43486,-3.67452,Entire rental unit,Entire home/apt,5,3.0,4.0,200.0,3,15,4.71
previous scrape,40.47947,-3.73567,Private room in rental unit,Private room,1,1.0,1.0,29.0,1,10,5.0
previous scrape,40.39269,-3.69515,Entire rental unit,Entire home/apt,3,2.0,2.0,64.0,1,1125,4.0
city scrape,40.41292,-3.70311,Private room in rental unit,Private room,1,1.0,1.0,71.0,2,15,3.0
city scrape,40.37314,-3.61769,Entire rental unit,Entire home/apt,6,3.0,4.0,77.0,2,1125,4.45
previous scrape,40.44868,-3.66246,Private room in rental unit,Private room,1,2.0,1.0,120.0,6,12,5.0
city scrape,40.40869,-3.70368,Entire rental unit,Entire home/apt,3,1.0,1.0,75.0,2,1125,4.65
city scrape,40.38876,-3.71254,Private room in rental unit,Private room,2,1.0,1.0,47.0,2,3,4.75
city scrape,40.40764,-3.70335,Entire rental unit,Entire home/apt,5,3.0,3.0,139.0,1,1125,4.33
previous scrape,40.40773,-3.69957,Private room in rental unit,Private room,1,1.0,1.0,31.0,2,1125,4.88
previous scrape,40.44935,-3.66051,Private room in rental unit,Private room,1,1.0,1.0,32.0,1,1125,4.9
previous scrape,40.38334,-3.7155,Private room in home,Private room,2,1.0,2.0,28.0,5,1125,5.0
previous scrape,40.40924,-3.71048,Private room in loft,Private room,2,1.0,2.0,21.0,2,75,4.5
city scrape,40.43206,-3.60569,Private room in condo,Private room,2,1.0,1.0,55.0,1,1125,5.0
previous scrape,40.38556,-3.7456,Private room in rental unit,Private room,2,1.0,1.0,30.0,2,1125,4.73
city scrape,40.45453,-3.58874,Private room in rental unit,Private room,2,1.0,1.0,41.0,3,30,4.91
previous scrape,40.37934,-3.7041,Private room in rental unit,Private room,2,1.0,1.0,35.0,2,1125,4.95
city scrape,40.4111,-3.70951,Entire rental unit,Entire home/apt,2,1.0,2.0,69.0,2,1125,4.68
previous scrape,40.41241,-3.70891,Entire rental unit,Entire home/apt,4,1.0,2.0,120.0,2,1125,4.75
previous scrape,40.42561,-3.70496,Entire rental unit,Entire home/apt,4,2.0,2.0,200.0,15,1125,4.0
city scrape,40.41465,-3.70243,Entire rental unit,Entire home/apt,4,1.0,3.0,90.0,3,600,4.51
previous scrape,40.42322,-3.65452,Private room in rental unit,Private room,2,1.0,1.0,15.0,532,533,4.89
previous scrape,40.40906,-3.70957,Entire condo,Entire home/apt,4,1.0,2.0,70.0,2,13,5.0
previous scrape,40.42455,-3.70865,Private room in rental unit,Private room,2,1.0,2.0,240.0,1,1125,4.33
city scrape,40.43255,-3.69253,Entire serviced apartment,Entire home/apt,4,2.0,3.0,227.0,1,365,4.83
previous scrape,40.39464,-3.68902,Entire rental unit,Entire home/apt,6,3.0,4.0,170.0,2,15,4.5
city scrape,40.42104,-3.65477,Private room in home,Private room,1,1.0,1.0,32.0,2,12,5.0
previous scrape,40.40968,-3.70425,Entire rental unit,Entire home/apt,4,2.0,3.0,118.0,2,1125,4.77
city scrape,40.42642,-3.6521,Entire rental unit,Entire home/apt,4,2.0,2.0,280.0,1,1125,4.8
previous scrape,40.40773,-3.70483,Entire rental unit,Entire home/apt,6,1.0,2.0,147.0,2,1125,4.68
previous scrape,40.4327,-3.70207,Entire rental unit,Entire home/apt,6,2.0,2.0,220.0,1,1125,5.0
city scrape,40.41805,-3.70534,Entire rental unit,Entire home/apt,6,2.0,3.0,256.0,2,1125,4.81
city scrape,40.46732,-3.68146,Entire guesthouse,Entire home/apt,2,1.0,1.0,66.0,3,1125,4.75
city scrape,40.3813,-3.70958,Private room in rental unit,Private room,2,1.0,1.0,200.0,1,3,0.0
city scrape,40.40878,-3.70502,Private room in rental unit,Private room,2,1.0,1.0,70.0,1,6,4.81
city scrape,40.38071,-3.70579,Private room in rental unit,Private room,1,1.0,1.0,150.0,2,1125,5.0
city scrape,40.43117,-3.69715,Entire rental unit,Entire home/apt,4,1.0,2.0,213.0,3,10,4.8
previous scrape,40.3919,-3.69348,Entire rental unit,Entire home/apt,4,2.0,2.0,70.0,1,1125,4.77
previous scrape,40.42266,-3.70077,Private room in rental unit,Private room,2,1.0,1.0,47.0,1,20,4.5
city scrape,40.40626,-3.71269,Entire rental unit,Entire home/apt,2,1.0,1.0,109.0,4,1125,5.0
city scrape,40.38382,-3.73075,Entire rental unit,Entire home/apt,2,1.0,2.0,76.0,1,1125,4.83
previous scrape,40.41576,-3.70213,Entire rental unit,Entire home/apt,8,3.0,5.0,126.0,2,1125,4.69
previous scrape,40.42334,-3.7043,Private room in rental unit,Private room,2,1.0,1.0,25.0,8,30,3.0
previous scrape,40.41576,-3.70213,Entire rental unit,Entire home/apt,6,2.0,3.0,113.0,2,1125,4.75
previous scrape,40.46309,-3.70408,Entire rental unit,Entire home/apt,2,1.0,1.0,68.0,3,21,4.54
previous scrape,40.4132,-3.69809,Entire rental unit,Entire home/apt,4,2.0,2.0,300.0,1,1125,4.5
city scrape,40.47375,-3.71116,Private room in home,Private room,2,1.0,1.0,175.0,1,3,5.0
previous scrape,40.42913,-3.69467,Private room in rental unit,Private room,3,1.0,2.0,130.0,1,1125,5.0
city scrape,40.41715,-3.67408,Private room in home,Private room,2,1.0,1.0,30.0,1,6,4.72
city scrape,40.38735,-3.74083,Entire rental unit,Entire home/apt,4,2.0,3.0,80.0,2,395,4.91
city scrape,40.43307,-3.70236,Entire rental unit,Entire home/apt,4,1.0,1.0,113.0,3,1125,4.87
city scrape,40.39434,-3.66951,Private room in rental unit,Private room,1,1.0,1.0,25.0,7,1125,4.59
city scrape,40.41618,-3.70423,Entire rental unit,Entire home/apt,4,1.0,2.0,114.0,1,1125,4.71
city scrape,40.44456,-3.57863,Private room in condo,Private room,2,1.0,1.0,57.0,1,30,4.85
city scrape,40.41432,-3.70286,Entire rental unit,Entire home/apt,3,1.0,2.0,112.0,3,1000,4.43
city scrape,40.38823,-3.71527,Private room in rental unit,Private room,2,1.0,1.0,37.0,4,80,4.94
previous scrape,40.40846,-3.70178,Entire rental unit,Entire home/apt,4,1.0,1.0,49.0,2,1125,5.0
previous scrape,40.41286,-3.7187,Entire rental unit,Entire home/apt,2,1.0,1.0,131.0,6,31,4.86
city scrape,40.42282,-3.64347,Private room in rental unit,Private room,2,1.0,1.0,60.0,1,1125,4.89
previous scrape,40.4724,-3.71222,Entire rental unit,Entire home/apt,4,2.0,4.0,93.0,7,1125,5.0
previous scrape,40.42249,-3.71021,Entire rental unit,Entire home/apt,4,1.0,1.0,200.0,1,1125,0.0
previous scrape,40.43105,-3.63512,Private room in rental unit,Private room,2,1.0,1.0,35.0,1,1125,5.0
city scrape,40.39089,-3.65463,Entire loft,Entire home/apt,4,1.0,2.0,43.0,7,1125,4.21
city scrape,40.42,-3.6974,Entire rental unit,Entire home/apt,2,1.0,1.0,112.0,1,1125,4.8
previous scrape,40.40243,-3.6902,Private room in rental unit,Private room,1,1.0,1.0,57.0,2,30,4.64
city scrape,40.42252,-3.69953,Entire rental unit,Entire home/apt,2,1.0,1.0,134.0,4,365,4.87
city scrape,40.42486,-3.65302,Private room in rental unit,Private room,2,1.0,1.0,100.0,1,1125,4.88
city scrape,40.42508,-3.65379,Private room in rental unit,Private room,2,1.0,2.0,68.0,1,1125,4.92
